vol.	page	kāṇḍa	sarga	from v.	to v.	ipage	remark(s)
III	696	7	59	16	23	96b	
III	697	7	59.1	1	20	97a	
III	698	7	59.1	21	29	97b	
III	698	7	59.2	1	12	97b	
III	699	7	59.2	13	32	98a	
III	700	7	59.2	33	52	98b	
III	701	7	59.2	53	53	99a	
III	701	7	59.3	1	19	99a	
III	702	7	59.3	20	38	99b	
III	703	7	59.3	39	58	100a	
III	704	7	59.3	59	65	100b	
III	704	7	60	1	8	100b	
III	705	7	60	9	18	101a	
III	705	7	61	1	2	101a	
III	706	7	61	3	17	101b	
III	707	7	61	18	24	102a	
III	707	7	62	1	6	102a	
III	708	7	62	7	20	102b	
III	709	7	62	21	22	103a	
III	709	7	63	1	6	103a	
III	710	7	63	7	18	103b	
III	711	7	63	19	27	104a	
III	712	7	63	28	31	104b	
III	712	7	64	1	5	104b	
III	713	7	64	6	15	105a	
III	714	7	64	16	18	105b	
III	714	7	65	1	10	105b	
III	715	7	65	11	24	106a	
III	716	7	65	25	38	106b	
III	717	7	65	39	39	107a	
III	717	7	66	1	9	107a	
III	718	7	66	10	17	107b	
III	718	7	67	1	1	107b	
III	719	7	67	2	16	108a	
III	720	7	67	17	26	108b	
III	720	7	68	1	4	108b	
III	721	7	68	5	18	109a	
III	722	7	68	19	20	109b	
III	722	7	69	1	13	109b	
III	723	7	69	14	28	110a	
III	724	7	69	29	39	110b	
III	724	7	70	1	5	110b	
III	725	7	70	6	17	111a	
III	725	7	71	1	1	111a	
III	726	7	71	2	14	111b	
III	727	7	71	15	23	112a	
III	728	7	71	24	24	112b	
III	728	7	72	1	13	112b	
III	729	7	72	14	21	113a	
III	729	7	73	1	4	113a	
III	730	7	73	5	15	113b	page to scale-up
III	731	7	73	16	19	114a	page to scale-up
III	731	7	74	1	7	114a	page to scale-up
III	732	7	74	8	13	114b	
III	733	7	74	14	18	115a	
III	734	7	74	19	25	115b	
III	735	7	74	26	33	116a	
III	736	7	75	1	15	116b	
III	737	7	75	16	19	117a	
III	737	7	76	1	8	117a	
III	738	7	76	9	23	117b	
III	739	7	76	24	32	118a	
III	740	7	76	33	36	118b	
III	741	7	77	1	14	119a	
III	742	7	77	15	21	119b	
III	742	7	78	1	5	119b	
III	743	7	78	6	19	120a	
III	744	7	78	20	29	120b	
III	744	7	79	1	1	120b	
III	745	7	79	2	15	121a	
III	746	7	79	16	20	121b	
III	746	7	80	1	10	121b	
III	747	7	80	11	18	122a	
III	747	7	81	1	5	122a	
III	748	7	81	6	17	122b	
III	749	7	81	18	22	123a	
III	749	7	82	1	7	123a	
III	750	7	82	8	17	123b	
III	751	7	82	18	20	124a	
III	751	7	83	1	8	124a	
III	752	7	83	9	20	124b	
III	753	7	84	1	14	125a	
III	754	7	84	15	18	125b	
III	754	7	85	1	10	125b	
III	755	7	85	11	21	126a	
III	756	7	85	22	22	126b	
III	756	7	86	1	12	126b	
III	757	7	86	13	21	127a	
III	758	7	87	1	13	127b	
III	759	7	87	14	26	128a	
III	760	7	87	27	30	128b	
III	760	7	88	1	9	128b	
III	761	7	88	10	22	129a	
III	762	7	88	23	24	129b	
III	762	7	89	1	11	129b	
III	763	7	89	12	23	130a	
III	764	7	89	24	25	130b	
III	764	7	90	1	11	130b	
III	765	7	90	12	25	131a	
III	766	7	91	1	15	131b	
III	767	7	91	16	24	132a	
III	768	7	91	25	29	132b	
III	768	7	92	1	1	132b	
III	769	7	92	2	15	133a	
III	770	7	92	16	19	133b	
III	770	7	93	1	6	133b	
III	771	7	93	7	17	134a	
III	772	7	93	18	18	134b	
III	772	7	94	1	6	134b	
III	773	7	94	7	18	135a	
III	774	7	94	19	26	135b	
III	775	7	94	27	31	136a	
III	775	7	95	1	5	136a	
III	776	7	95	6	17	136b	
III	776	7	96	1	2	136b	
III	777	7	96	3	16	137a	
III	778	7	96	17	23	137b	
III	778	7	97	1	2	137b	
III	779	7	97	3	13	138a	
III	780	7	97	14	20	138b	
III	781	7	97	21	26	139a	
III	781	7	98	1	4	139a	
III	782	7	98	5	13	139b	
III	783	7	98	14	21	140a	
III	784	7	98	22	27	140b	
III	784	7	99	1	4	140b	
III	785	7	99	5	18	141a	
III	786	7	99	19	19	141b	
III	786	7	100	1	11	141b	
III	787	7	100	12	24	142a	
III	788	7	100	25	25	142b	
III	788	7	101	1	11	142b	
III	789	7	101	12	18	143a	
III	789	7	102	1	5	143a	
III	790	7	102	6	17	143b	
III	791	7	103	1	12	144a	
III	792	7	103	13	16	144b	
III	792	7	104	1	3	144b	
III	793	7	104	4	8	145a	
III	794	7	104	9	15	145b	
III	795	7	104	16	19	146a	
III	795	7	105	1	2	146a	
III	796	7	105	3	17	146b	
III	797	7	105	18	18	147a	
III	797	7	106	1	12	147a	
III	798	7	106	13	18	147b	
III	798	7	107	1	2	147b	
III	799	7	107	3	15	148a	
III	800	7	107	16	20	148b	
III	800	7	108	1	7	148b	
III	801	7	108	8	20	149a	
III	802	7	108	21	30	149b	
III	803	7	108	31	34	150a	
III	803	7	109	1	4	150a	
III	804	7	109	5	13	150b	
III	805	7	109	14	22	151a	
III	805	7	110	1	2	151a	
III	806	7	110	3	9	151b	
III	807	7	110	10	14	152a	
III	808	7	110	15	20	152b	
III	809	7	110	21	27	153a	
III	810	7	110	28	28	153b	
III	810	7	11	1	7	153b	
III	811	7	11	8	11	154a	
III	812	7	11	---	---	154b	
III	813	---	---	---	---	---	
III	814	---	---	---	---	---	
III	815	---	---	---	---	---	
III	816	---	---	---	---	---	
III	817	---	---	---	---	---	
III	818	---	---	---	---	---	
